Pozycja,Forma podstawowa,Liczba wystąpień,Pierwsza litera etykiety
23619,zdementowany,1,C
23620,flacha,1,A
23621,talmudyczny,1,C
23622,skalkulowany,1,C
23623,namierzony,1,C
23624,rozpanoszyć się,1,B
23625,gwara,1,A
23626,pląsy,1,A
23627,pląsanie,1,A
23628,janowiec,1,A
23629,szarża,1,A
23630,roztaczający,1,C
23631,lamentowanie,1,A
23632,wrosły,1,C
23633,zsumowany,1,C
23634,dwuaktowy,1,C
23635,czteroaktowy,1,C
23636,trzyaktowy,1,C
23637,kwaterunek,1,A
23638,śpiewnik,1,A
23639,wyselekcjonowany,1,C
23640,żonglowanie,1,A
23641,zanalizowany,1,C
23642,karygodny,1,C
23643,zhańbić,1,B
23644,kolidujący,1,C
23645,doręczenie,1,A
23646,pobawiony,1,C
23647,gramowy,1,C
23648,spłonka,1,A
23649,skatowanie,1,A
23650,polubownie,1,F
23651,beletrystka,1,A
23652,ograć,1,B
23653,oldboj,1,A
23654,herold,1,A
23655,uwłaczać,1,B
23656,zamyślony,1,C
23657,tandetny,1,C
23658,typografia,1,A
23659,bolący,1,C
23660,pulsowanie,1,A
23661,przeszywać,1,B
23662,magnetyk,1,A
23663,modulowany,1,C
23664,tłoczący,1,C
23665,harfistka,1,A
23666,tuzin,1,A
23667,przedpogrzebowy,1,C
23668,riksza,1,A
23669,zapalczywy,1,C
23670,przystojny,1,C
23671,dwuczłonowy,1,C
23672,rogatywka,1,A
23673,gnoić,1,B
23674,ultras,1,A
23675,małolitrażowy,1,C
23676,neurofizjologiczny,1,C
23677,uprasować,1,B
23678,promieniujący,1,C
23679,pięciometrowy,1,C
23680,stradivarius,1,A
23681,samofinansować się,1,B
23682,powodowy,1,C
23683,odgrzebywanie,1,A
23684,dyskredytowanie,1,A
23685,okropność,1,A
23686,staranniejszy,1,C
23687,wietrzony,1,C
23688,wykształcać,1,B
23689,natleniony,1,C
23690,pasjonować,1,B
23691,coda,1,A
23692,mongolizm,1,A
23693,przeszczepiany,1,C
23694,zbijanie,1,A
23695,hospitalizowanie,1,A
23696,pojemny,1,C
23697,zakorzeniać,1,B
23698,nazewnictwo,1,A
23699,incydentalny,1,C
23700,wrastać,1,B
23701,przetworzyć,1,B
23702,frontowiec,1,A
23703,translator,1,A
23704,cynamonowy,1,C
23705,nieprzystosowanie,1,A
23706,zobaczony,1,C
23707,usługiwanie,1,A
23708,oprawka,1,A
23709,optyk,1,A
23710,przespacerować,1,B
23711,silos,1,A
23712,leżenie,1,A
23713,doręczać,1,B
23714,przystosowujący,1,C
23715,rozmrażać,1,B
23716,kosodrzewina,1,A
23717,okwiat,1,A
23718,pluskwa,1,A
23719,przepiłowanie,1,A
23720,skumulowany,1,C
23721,szosowiec,1,A
23722,przywalić,1,B
23723,sadowniczy,1,C
23724,zasiany,1,C
23725,zaczynany,1,C
23726,kamieniarka,1,A
23727,rektorski,1,C
23728,wymierać,1,B
23729,torbacz,1,A
23730,fotelik,1,A
23731,ubliżanie,1,A
23732,ojcobójstwo,1,A
23733,nadkomplet,1,A
23734,zasuwka,1,A
23735,wydrążony,1,C
23736,starodawny,1,C
23737,słoiczek,1,A
23738,dezaktualizować,1,B
23739,dogmatyczny,1,C
23740,kuzynek,1,A
23741,heroinowy,1,C
23742,oprocentować,1,B
23743,przeceniony,1,C
23744,cesja,1,A
23745,uradować,1,B
23746,neurochirurgiczny,1,C
23747,koncertowanie,1,A
23748,psychoanaliza,1,A
23749,kamerdyner,1,A
23750,koniuszy,1,A
23751,tchórzofretka,1,A
23752,chusteczka,1,A
23753,reński,1,C
23754,kapitulny,1,C
23755,ekumenista,1,A
23756,proroczy,1,C
23757,najludniejszy,1,C
23758,limba,1,A
23759,elektroakustyczny,1,C
23760,paź,1,A
23761,bibliofilski,1,C
23762,gorliwiej,1,F
23763,uaktywniony,1,C
23764,zaradzenie,1,A
23765,wykorzeniać,1,B
23766,zszycie,1,A
23767,posprzeczać się,1,B
23768,czternastolatka,1,A
23769,piłowanie,1,A
23770,swaty,1,A
23771,chrzciny,1,A
23772,staczanie,1,A
23773,strelicja,1,A
23774,pelargonia,1,A
23775,zwisać,1,B
23776,równiejszy,1,C
23777,posrebrzany,1,C
23778,dochowywać,1,B
23779,rozsądnie,1,F
23780,altanka,1,A
23781,krępowanie,1,A
23782,ostrzyc,1,B
23783,odrosnąć,1,B
23784,przyprowadzony,1,C
23785,sezamowy,1,C
23786,żyzny,1,C
23787,naprawiony,1,C
23788,podziwiający,1,C
23789,migi,1,A
23790,zaognianie,1,A
23791,wmanewrować,1,B
23792,wiecowy,1,C
23793,nawarstwiający,1,C
23794,zwierzenie,1,A
23795,obszyty,1,C
23796,liternictwo,1,A
23797,obrączkowanie,1,A
23798,dożylnie,1,F
23799,zguba,1,A
23800,bachanalia,1,A
23801,pilotka,1,A
23802,szermowanie,1,A
23803,niezgłębiony,1,C
23804,nieprzekupność,1,A
23805,wymaganie,1,A
23806,scentralizowany,1,C
23807,zaleganie,1,A
23808,opacznie,1,F
23809,mineralny,1,C
23810,teatrologia,1,A
23811,linoryt,1,A
23812,zwalczany,1,C
23813,oporniejszy,1,C
23814,męczenie,1,A
23815,rozładunek,1,A
23816,utkwić,1,B
23817,ucinać,1,B
23818,kwitek,1,A
23819,darń,1,A
23820,agrotechniczny,1,C
23821,importowanie,1,A
23822,kneblowanie,1,A
23823,zaimprowizowany,1,C
23824,pograniczny,1,C
23825,protokolarny,1,C
23826,cantabile,1,A
23827,ergonomia,1,A
23828,psychofizyczny,1,C
23829,rozcięty,1,C
23830,warga,1,A
23831,gromadka,1,A
23832,awansowanie,1,A
23833,wymarzły,1,C
23834,uschły,1,C
23835,suw,1,A
23836,kłosek,1,A
23837,merla,1,A
23838,plateau,1,A
23839,załączony,1,C
23840,powolutku,1,F
23841,jasnoniebieski,1,C
23842,trampek,1,A
23843,śmigłowy,1,C
23844,podajnik,1,A
23845,kładka,1,A
23846,osadzać,1,B
23847,pochowanie,1,A
23848,bobak,1,A
23849,porcjowanie,1,A
23850,zdrętwieć,1,B
23851,sztaba,1,A
23852,farsowy,1,C
23853,majordomus,1,A
23854,ukonstytuowany,1,C
23855,pieluszka,1,A
23856,furgon,1,A
23857,rąbek,1,A
23858,rozlegle,1,F
23859,zdemoralizowanie,1,A
23860,konający,1,A
23861,zakrwawić,1,B
23862,akrobacyjny,1,C
23863,odpiłować,1,B
23864,waterpolo,1,A
23865,dwojako,1,F
23866,rozwiesić,1,B
23867,doklejać,1,B
23868,konduktorski,1,C
23869,sześcioprocentowy,1,C
23870,eukaliptusowy,1,C
23871,obżarstwo,1,A
23872,ładowany,1,C
23873,reorganizować,1,B
23874,klaser,1,A
23875,dwudziestokilkuletni,1,C
23876,ogrodzeniowy,1,C
23877,kątownik,1,A
23878,bokserka,1,A
23879,wieloznacznie,1,F
23880,sympatyczniejszy,1,C
23881,paraliżowany,1,C
23882,rozpisywanie,1,A
23883,wypaczający,1,C
23884,tajnie,1,F
23885,połknąć,1,B
23886,sfotografowanie,1,A
23887,liczydło,1,A
23888,poczekalnia,1,A
23889,wtórnie,1,F
23890,kokoszka,1,A
23891,roztrzaskany,1,C
23892,tysięcznik,1,A
23893,mierzeja,1,A
23894,zupełność,1,A
23895,popychać,1,B
23896,decentralizacyjny,1,C
23897,długookresowy,1,C
23898,pastisz,1,A
23899,miedziorytowy,1,C
23900,cytolog,1,A
23901,instalowany,1,C
23902,opalający,1,C
23903,pohuśtać,1,B
23904,zwalić,1,B
23905,sześciopiętrowy,1,C
23906,zrewanżowanie się,1,A
23907,teflon,1,A
23908,zrodzony,1,C
23909,antagonistyczny,1,C
23910,nastawać,1,B
23911,bezkompromisowo,1,F
23912,campus,1,A
23913,śpiewaczy,1,C
23914,rylec,1,A
23915,woskowany,1,C
23916,wjechanie,1,A
23917,próbówka,1,A
23918,kilkustopniowy,1,C
23919,depilacja,1,A
23920,spław,1,A
23921,solanka,1,A
23922,odparowywany,1,C
23923,wyjawienie,1,A
23924,przezwyciężany,1,C
23925,lamentacja,1,A
23926,wyznacznik,1,A
23927,dorosłość,1,A
23928,tężec,1,A
23929,błonica,1,A
23930,jeziorny,1,C
23931,wyziębić,1,B
23932,zwartość,1,A
23933,pochwycenie,1,A
23934,dupa,1,A
23935,przedkładanie,1,A
23936,kurtuazja,1,A
23937,ujarzmić,1,B
23938,demokratyczność,1,A
23939,uzurpujący,1,C
23940,zaorać,1,B
23941,cynik,1,A
23942,ośmieszany,1,C
23943,nadmienić,1,B
23944,burzliwszy,1,C
23945,wikliniarz,1,A
23946,wpędzać,1,B
23947,stacyjka,1,A
23948,iks,1,A
23949,uprawomocniać,1,B
23950,nierozerwalny,1,C
23951,nielegalność,1,A
23952,bezdyskusyjnie,1,F
23953,pomawianie,1,A
23954,uściślony,1,C
23955,przykuwać,1,B
23956,rokokowy,1,C
23957,kotylozaur,1,A
23958,lektorski,1,C
23959,odczytujący,1,C
23960,wieczko,1,A
23961,odkręcać,1,B
23962,macki,1,A
23963,profesjonał,1,A
23964,rozpadowy,1,C
23965,nieproliferacja,1,A
23966,podszycie,1,A
23967,odsiarczanie,1,A
23968,wytyczanie,1,A
23969,cyrulik,1,A
23970,tafta,1,A
23971,kwatermistrz,1,A
23972,bocznica,1,A
23973,romansować,1,B
23974,wyprofilowany,1,C
23975,sprzeciwienie się,1,A
23976,nadgorliwy,1,C
23977,przymknąć,1,B
23978,audiencyjny,1,C
23979,chalif,1,A
23980,janczar,1,A
23981,przetestowany,1,C
23982,wysypianie się,1,A
23983,popadanie,1,A
23984,korzeń,1,A
23985,wytrzymałościowy,1,C
23986,używalność,1,A
23987,kolportowanie,1,A
23988,domalować,1,B
23989,ugoszczony,1,C
23990,bliny,1,A
23991,kapuśniak,1,A
23992,pretendentka,1,A
23993,jednozdaniowy,1,C
23994,wicher,1,A
23995,ponowienie,1,A
23996,rabatowy,1,C
23997,charakteryzacja,1,A
23998,dobrotliwy,1,C
23999,dziadunio,1,A
24000,łamigłówka,1,A
24001,malkontent,1,A
24002,limeryk,1,A
24003,migowy,1,C
24004,orientujący,1,C
24005,przepełniający,1,C
24006,zafascynowanie,1,A
24007,rozmyślić się,1,B
24008,drąg,1,A
24009,estakada,1,A
24010,nieostrożny,1,C
24011,słonina,1,A
24012,wywłaszczyć,1,B
24013,kaktusowy,1,C
24014,klisza,1,A
24015,przecinanie,1,A
24016,włókienko,1,A
24017,spajać,1,B
24018,kaleki,1,C
24019,sensoryczny,1,C
24020,walerianowy,1,C
24021,majonez,1,A
24022,pusto,1,F
24023,pryszcz,1,A
24024,kudły,1,A
24025,reaktorowy,1,C
24026,pogwałcanie,1,A
24027,pszczelarstwo,1,A
24028,podkręcać,1,B
24029,chlastać,1,B
24030,zaczerwienienie,1,A
24031,mikroskopowy,1,C
24032,dyskwalifikowany,1,C
24033,psikus,1,A
24034,odurzyć,1,B
24035,bałaganiarski,1,C
24036,architektonicznie,1,F
24037,alabastrowy,1,C
24038,płócienny,1,C
24039,papirusowy,1,C
24040,sklejony,1,C
24041,modelowany,1,C
24042,higienizacja,1,A
24043,wychowywany,1,C
24044,tuczny,1,C
24045,przeciwalergiczny,1,C
24046,poczytny,1,C
24047,przeświadczenie,1,A
24048,oddelegować,1,B
24049,zasmakować,1,B
24050,najeżdżający,1,C
24051,swat,1,A
24052,ponaglić,1,B
24053,wyszarpnąć,1,B
24054,wysypać,1,B
24055,obrzezany,1,C
24056,wyśledzenie,1,A
24057,nietrudny,1,C
24058,prowodyr,1,A
24059,wieloetapowy,1,C
24060,samokrytyczny,1,C
24061,dumka,1,A
24062,dotyk,1,A
24063,odmawiany,1,C
24064,owijanie,1,A
24065,upiorny,1,C
24066,komunikowany,1,C
24067,dadaista,1,A
24068,kubizm,1,A
24069,futurysta,1,A
24070,sprężysty,1,C
24071,widomy,1,C
24072,cybernetyka,1,A
24073,wymalowany,1,C
24074,brzęk,1,A
24075,wilczur,1,A
24076,zagonić,1,B
24077,kojec,1,A
24078,uraczony,1,C
24079,lilia,1,A
24080,kobza,1,A
24081,filatelista,1,A
24082,wyuzdany,1,C
24083,zębaty,1,C
24084,przetrzymać,1,B
24085,obrzydzenie,1,A
24086,pogwałcać,1,B
24087,umownie,1,F
24088,ważony,1,C
24089,galon,1,A
24090,galop,1,A
24091,cyprysowy,1,C
24092,napracować się,1,B
24093,kostiumolog,1,A
24094,bakcyl,1,A
24095,tępy,1,C
24096,rękoczyn,1,A
24097,mediana,1,A
24098,kołysać,1,B
24099,upolityczniać,1,B
24100,koniunkturalizm,1,A
24101,odpędzić,1,B
24102,zaserwować,1,B
24103,apetyczny,1,C
24104,sławetny,1,C
24105,przezwisko,1,A
24106,zrzucanie,1,A
24107,ociągający,1,C
24108,suszarnia,1,A
24109,wyspowiadać,1,B
24110,klopsik,1,A
24111,pasztetówka,1,A
24112,dryfowanie,1,A
24113,histologia,1,A
24114,przedostający się,1,C
24115,napić się,1,B
24116,nieśmiertelność,1,A
24117,odwłok,1,A
24118,puchacz,1,A
24119,zagłodzić,1,B
24120,odżegnać,1,B
24121,monstrualny,1,C
24122,elewator,1,A
24123,fermentacyjny,1,C
24124,pamflet,1,A
24125,fotografika,1,A
24126,bezwonny,1,C
24127,chemoreceptor,1,A
24128,wlew,1,A
24129,barowy,1,C
24130,winorośl,1,A
24131,strącić,1,B
24132,czyhający,1,C
24133,bardotka,1,A
24134,zarzynanie,1,A
24135,paczkowany,1,C
24136,pięcioboista,1,A
24137,organizacyjnie,1,F
24138,zgrzytanie,1,A
24139,konkretniej,1,F
24140,przychylenie,1,A
24141,magnezytowy,1,C
24142,uczęszczający,1,C
24143,przeładowywanie,1,A
24144,postura,1,A
24145,serwowany,1,C
24146,delikates,1,A
24147,deptanie,1,A
24148,zszargać,1,B
24149,rozróba,1,A
24150,nazywanie,1,A
24151,pobratymczy,1,C
24152,przeciwatomowy,1,C
24153,kapucyn,1,A
24154,ochrzczony,1,C
24155,widliszek,1,A
24156,grzeszyć,1,B
24157,przeszukiwany,1,C
24158,truciciel,1,A
24159,dwusuwowy,1,C
24160,pirania,1,A
24161,jezuicki,1,C
24162,uszczelniać,1,B
24163,lewicujący,1,C
24164,rampa,1,A
24165,dopracowany,1,C
24166,wypukły,1,C
24167,kubista,1,A
24168,częstowany,1,C
24169,rajdowiec,1,A
24170,odma,1,A
24171,leniwiec,1,A
24172,pocieszać,1,B
24173,uwidocznić,1,B
24174,cynk,1,A
24175,elektrolityczny,1,C
24176,absolut,1,A
24177,malujący,1,C
24178,lokalizować,1,B
24179,wytracenie,1,A
24180,mięsak,1,A
24181,sabotować,1,B
24182,prześladujący,1,C
24183,bezgłowy,1,C
24184,rozstrój,1,A
24185,ciepłolubny,1,C
24186,zimnolubny,1,C
24187,astrologiczny,1,C
24188,niestaranność,1,A
24189,kupela,1,A
24190,odpracować,1,B
24191,jednostronność,1,A
24192,dynamizowanie,1,A
24193,zgrupować,1,B
24194,patrzący,1,C
24195,obrosły,1,C
24196,demobilizująco,1,F
24197,piekielnie,1,F
24198,inhalacja,1,A
24199,nieprzebyty,1,C
24200,niezrównoważony,1,C
24201,łagodnie,1,F
24202,nagrzanie,1,A
24203,połonina,1,A
24204,nasłoneczniony,1,C
24205,powłóczysty,1,C
24206,przewiewny,1,C
24207,kwiatuszek,1,A
24208,zakotwiczyć,1,B
24209,spirytysta,1,A
24210,telepatyczny,1,C
24211,zajrzenie,1,A
24212,wagonik,1,A
24213,setowy,1,C
24214,szlifujący,1,C
24215,pieczętować,1,B
24216,przestronny,1,C
24217,docenienie,1,A
24218,wyceniany,1,C
24219,naciągany,1,C
24220,rzepakowy,1,C
24221,donoszony,1,C
24222,pozamaciczny,1,C
24223,paliatywny,1,C
24224,poślizgnięcie się,1,A
24225,przepompowywanie,1,A
24226,wywrócenie,1,A
24227,celebrans,1,A
24228,sekularyzacja,1,A
24229,samolubstwo,1,A
24230,marsylianka,1,A
24231,puszczanie,1,A
24232,sunąć,1,B
24233,zmierzenie,1,A
24234,odepchnąć,1,B
24235,musztarda,1,A
24236,trzepać,1,B
24237,mansarda,1,A
24238,siedemdziesiąt,1,D
24239,rozpuszczony,1,C
24240,aktywujący,1,C
24241,ospałość,1,A
24242,zaczep,1,A
24243,spiż,1,A
24244,dekagram,1,A
24245,przystawka,1,A
24246,biszkoptowy,1,C
24247,łakomczuch,1,A
24248,polany,1,C
24249,łyżeczka,1,A
24250,przedwieczorny,1,C
24251,rzęsisty,1,C
24252,kochający,1,C
24253,wmurowywanie,1,A
24254,intronizować,1,B
24255,objawiony,1,C
24256,zinterpretowany,1,C
24257,zdefraudowanie,1,A
24258,determinujący,1,C
24259,kończony,1,C
24260,jednominutowy,1,C
24261,muzeolog,1,A
24262,budulcowy,1,C
24263,skatalogowanie,1,A
24264,ekscytacja,1,A
24265,prysnąć,1,B
24266,podbiegunowy,1,C
24267,kwitować,1,B
24268,zastopowanie,1,A
24269,opóźniany,1,C
24270,przeciągany,1,C
24271,rozmiękczenie,1,A
24272,pomału,1,F
24273,przegłosowywanie,1,A
24274,stukać,1,B
24275,guwernantka,1,A
24276,achromatopsja,1,A
24277,narkoza,1,A
24278,uaktualniany,1,C
24279,chałupka,1,A
24280,parapet,1,A
24281,pasmanteria,1,A
24282,fenomenolog,1,A
24283,jednogłośny,1,C
24284,zripostować,1,B
24285,altruizm,1,A
24286,udzielny,1,C
24287,delegalizujący,1,C
24288,biurokratyzacja,1,A
24289,samozwaniec,1,A
24290,zastępowany,1,C
24291,beznikotynowy,1,C
24292,pobudzany,1,C
24293,nadpobudliwy,1,C
24294,kodeina,1,A
24295,podkręcić,1,B
24296,skasowany,1,C
24297,falisty,1,C
24298,przedpłata,1,A
24299,bratobójstwo,1,A
24300,kradnący,1,C
24301,tatusiowy,1,C
24302,skracający,1,C
24303,obstalunek,1,A
24304,wyselekcjonować,1,B
24305,rozedma,1,A
24306,zdeponowanie,1,A
24307,dobudówka,1,A
24308,zacieniać,1,B
24309,ubliżyć,1,B
24310,workowaty,1,C
24311,niezatarty,1,C
24312,najprzystojniejszy,1,C
24313,pełnoletność,1,A
24314,nakierowany,1,C
24315,zracjonalizować,1,B
24316,zastanawiający,1,C
24317,utrącić,1,B
24318,unifikacja,1,A
24319,zatracać,1,B
24320,chopinistka,1,A
24321,zapobiegawczo,1,F
24322,łysieć,1,B
24323,niewytłumaczalny,1,C
24324,penetrowanie,1,A
24325,umawiać,1,B
24326,wodowanie,1,A
24327,wilczek,1,A
24328,zygzakowaty,1,C
24329,spiskowy,1,C
24330,najprężniej,1,F
24331,nieterminowy,1,C
24332,beznadzieja,1,A
24333,bezsens,1,A
24334,koić,1,B
24335,kresowiak,1,A
24336,churał,1,A
24337,dopasowanie,1,A
24338,komendantura,1,A
24339,wadliwość,1,A
24340,wymijający,1,C
24341,notacja,1,A
24342,przytulny,1,C
24343,bebe,1,A
24344,zabliźnianie,1,A
24345,zawijany,1,C
24346,kanciasty,1,C
24347,odwinąć,1,B
24348,nadziewać,1,B
24349,rozentuzjazmowany,1,C
24350,amok,1,A
24351,napierać,1,B
24352,zatratowany,1,C
24353,dyl,1,A
24354,osłupienie,1,A
24355,zbywalność,1,A
24356,wykwaterowywać,1,B
24357,piorący,1,C
24358,zwielokrotnić,1,B
24359,ekspander,1,A
24360,degenerujący,1,C
24361,nacięcie,1,A
24362,cieńszy,1,C
24363,religijnie,1,F
24364,wirusologia,1,A
24365,nukleinowy,1,C
24366,dźgnięty,1,C
24367,plądrujący,1,C
24368,zawyżyć,1,B
24369,poprzewracać,1,B
24370,respondentka,1,A
24371,kaczy,1,C
24372,fetować,1,B
24373,dekretować,1,B
24374,łgać,1,B
24375,zakatować,1,B
24376,bojkotowany,1,C
24377,strzecha,1,A
24378,mnogi,1,C
24379,przydzielanie,1,A
24380,obuch,1,A
24381,zapalniczka,1,A
24382,tętniak,1,A
24383,patyna,1,A
24384,handlowanie,1,A
24385,aktywistka,1,A
24386,napotkanie,1,A
24387,siedmiomilowy,1,C
24388,odwrotność,1,A
24389,kryminogenność,1,A
24390,ruletka,1,A
24391,zsumować,1,B
24392,stępić,1,B
24393,zapuszczanie,1,A
24394,zaintonować,1,B
24395,umiejący,1,C
24396,seryjnie,1,F
24397,nadfioletowy,1,C
24398,gupik,1,A
24399,akwariowy,1,C
24400,archaiczny,1,C
24401,odizolować,1,B
24402,wybiegający,1,C
24403,przechwałka,1,A
24404,duszenie,1,A
24405,hiacyntowy,1,C
24406,dochowanie,1,A
24407,miksowanie,1,A
24408,wypompowywać,1,B
24409,przechowujący,1,C
24410,rozwarstwianie się,1,A
24411,mizerota,1,A
24412,naskórkowy,1,C
24413,zabagniony,1,C
24414,uzdrawiany,1,C
24415,porządnie,1,F
24416,przeciętność,1,A
24417,jednoznaczność,1,A
24418,metodologiczny,1,C
24419,linoskoczek,1,A
24420,ekwilibrysta,1,A
24421,napełniany,1,C
24422,zmrużony,1,C
24423,kląć,1,B
24424,leworęczność,1,A
24425,statystka,1,A
24426,zakląć,1,B
24427,uprzedzony,1,C
24428,bezpaństwowiec,1,A
24429,najdotkliwiej,1,F
24430,tajać,1,B
24431,scedować,1,B
24432,umoczony,1,C
24433,sarkastycznie,1,F
24434,rozglądać się,1,B
24435,pokonujący,1,C
24436,pielgrzymujący,1,C
24437,dosłużyć,1,B
24438,współwina,1,A
24439,smar,1,A
24440,parafina,1,A
24441,parkietowy,1,C
24442,kaligraficzny,1,C
24443,kłębowisko,1,A
24444,zaktualizowanie,1,A
24445,ponuractwo,1,A
24446,przyobiecać,1,B
24447,wyłysieć,1,B
24448,odlewnictwo,1,A
24449,nielojalny,1,C
24450,husarski,1,C
24451,zaśmiecany,1,C
24452,delikatność,1,A
24453,ośmiogodzinny,1,C
24454,najsuchszy,1,C
24455,jazzujący,1,C
24456,pokrzykiwać,1,B
24457,gamba,1,A
24458,ter,1,A
24459,lutnia,1,A
24460,kornecista,1,A
24461,geza,1,A
24462,krezka,1,A
24463,odbytniczy,1,C
24464,prowokacyjnie,1,F
24465,rozlegający się,1,C
24466,podudzie,1,A
24467,słomkowy,1,C
24468,ślusarz,1,A
24469,nieustępliwość,1,A
24470,zaprzeczanie,1,A
24471,zań,1,G
24472,enuncjacja,1,A
24473,jednobiegunowy,1,C
24474,pięćdziesięcioletni,1,C
24475,liścik,1,A
24476,szlifować,1,B
24477,ogródkowy,1,C
24478,pourazowy,1,C
24479,odkurzacz,1,A
24480,dżokejka,1,A
24481,obsunąć,1,B
24482,nędzarz,1,A
24483,spuszczenie,1,A
24484,zatrzaśnięty,1,C
24485,utożsamiający,1,C
24486,przyciągający,1,C
24487,samooczyszczenie,1,A
24488,ochłonąć,1,B
24489,przewodowy,1,C
24490,bezwodny,1,C
24491,zajeżdżać,1,B
24492,stuzłotówka,1,A
24493,pacyfista,1,A
24494,gazówka,1,A
24495,ekscentryk,1,A
24496,termos,1,A
24497,prefektura,1,A
24498,tysiąckilometrowy,1,C
24499,entomolog,1,A
24500,wmontowanie,1,A
24501,zwielokrotnianie,1,A
24502,uporczywie,1,F
24503,monolog,1,A
24504,zeszycie,1,A
24505,izolacjonistyczny,1,C
24506,ogólnik,1,A
24507,klimatolog,1,A
24508,obuwniczy,1,C
24509,zbijać,1,B
24510,najłagodniejszy,1,C
24511,śmiałość,1,A
24512,praktyczność,1,A
24513,najdrażliwszy,1,C
24514,razowy,1,C
24515,obranie,1,A
24516,dotrzymywanie,1,A
24517,zażyły,1,C
24518,demonologia,1,A
24519,lecytyna,1,A
24520,zaostrzanie,1,A
24521,kropelkowy,1,C
24522,żółtawy,1,C
24523,galaretowaty,1,C
24524,detronizować,1,B
24525,trombocyt,1,A
24526,krzepnięcie,1,A
24527,wysterylizowany,1,C
24528,sieroctwo,1,A
24529,psychoterapeuta,1,A
24530,pierwotniak,1,A
24531,pulsar,1,A
24532,najefektywniejszy,1,C
24533,kieł,1,A
24534,lokomotywownia,1,A
24535,anakonda,1,A
24536,synowski,1,C
24537,rozplątanie,1,A
24538,zapatrzenie się,1,A
24539,odjęcie,1,A
24540,metaforyczny,1,C
24541,ciach,1,G
24542,ludno,1,F
24543,obrazowo,1,F
24544,karło,1,A
24545,wrzeć,1,B
24546,mgławica,1,A
24547,fetor,1,A
24548,wysiadanie,1,A
24549,pieniactwo,1,A
24550,pszczelnik,1,A
24551,głoska,1,A
24552,kwaterunkowy,1,C
24553,nieprzymuszony,1,C
24554,posłuchanie,1,A
24555,burgund,1,A
24556,niecenzuralny,1,C
24557,ożyć,1,B
24558,oporność,1,A
24559,matuzal,1,A
24560,domówić,1,B
24561,skupujący,1,C
24562,szorty,1,A
24563,narażający,1,C
24564,naciąganie,1,A
24565,wodowskaz,1,A
24566,obiecywany,1,C
24567,lori,1,A
24568,watażka,1,A
24569,gag,1,A
24570,skupowany,1,C
24571,slipy,1,A
24572,gorszyć,1,B
24573,uwiązać,1,B
24574,spacerujący,1,C
24575,reportażystka,1,A
24576,dokumentalistka,1,A
24577,odnajdować,1,B
24578,zmienniczka,1,A
24579,kilkupiętrowy,1,C
24580,krakuska,1,A
24581,usilniej,1,F
24582,mahatma,1,A
24583,minispódniczka,1,A
24584,wypaczenie,1,A
24585,niesława,1,A
24586,nagromadzić,1,B
24587,napominać,1,B
24588,oganiać,1,B
24589,proletariacki,1,C
24590,podsuwany,1,C
24591,pakować,1,B
24592,dymisjonować,1,B
24593,nawał,1,A
24594,akumulatorek,1,A
24595,łap,1,G
24596,myślistwo,1,A
24597,łowiectwo,1,A
24598,jadalnia,1,A
24599,zagajnik,1,A
24600,śnięcie,1,A
24601,dwudziestoczterogodzinny,1,C
24602,zakrywać,1,B
24603,repatriować,1,B
24604,szkop,1,A
24605,pupilek,1,A
24606,zmęczyć,1,B
24607,benedyktyn,1,A
24608,gnojnik,1,A
24609,marksistowsko,1,F
24610,leninowski,1,C
24611,burgrabia,1,A
24612,wyrodek,1,A
24613,nekropola,1,A
24614,zastawa,1,A
24615,komorowy,1,C
24616,luźno,1,F
24617,anafilaktyczny,1,C
24618,łęk,1,A
24619,lunapark,1,A
24620,przeszklony,1,C
24621,tryton,1,A
24622,szylkretowy,1,C
24623,wezbranie,1,A
24624,kamfora,1,A
24625,chowany,1,A
24626,weselszy,1,C
24627,kardynalny,1,C
24628,zamienianie,1,A
24629,dołączanie,1,A
24630,legalizować,1,B
24631,pozwalniać,1,B
24632,zdekonspirować,1,B
24633,najdrożej,1,F
24634,najtaniej,1,F
24635,nagłośnieniowy,1,C
24636,bagnet,1,A
24637,fisharmonia,1,A
24638,antycząstka,1,A
24639,fermi,1,A
24640,niepostrzeżenie,1,F
24641,sekciarski,1,C
24642,stępka,1,A
24643,półmilionowy,1,C
24644,zanieczyszczanie,1,A
24645,nieróbstwo,1,A
24646,bezczelność,1,A
24647,materializm,1,A
24648,dotrzymywany,1,C
24649,świetlany,1,C
24650,tragikomiczny,1,C
24651,oberek,1,A
24652,rozmaryn,1,A
24653,głaskanie,1,A
24654,ornat,1,A
24655,szlif,1,A
24656,iglica,1,A
24657,oranżeria,1,A
24658,użyźniać,1,B
24659,topola,1,A
24660,braknąć,1,B
24661,gazik,1,A
24662,fantowy,1,C
24663,dyby,1,A
24664,niepogoda,1,A
24665,opodatkowujący,1,C
24666,zaskarżanie,1,A
24667,relacjonowany,1,C
24668,wybielać,1,B
24669,intuicyjnie,1,F
24670,kończenie,1,A
24671,bredzić,1,B
24672,tyrada,1,A
24673,zatwardziały,1,C
24674,prokurent,1,A
24675,kasztanowiec,1,A
24676,harmider,1,A
24677,prostokątny,1,C
24678,pozjeżdżać,1,B
24679,zgrabny,1,C
24680,strofowanie,1,A
24681,hydraulik,1,A
24682,zaszaleć,1,B
24683,odtrąbienie,1,A
24684,wywyższanie,1,A
